Player,Pre-NBA,Draft Year,Combine Position,Primary Position,Secondary Positions,Default Position,Is Primary,Hand Length (in.),Hand Width (in.),Height w/o Shoes,Height (in.),Standing Reach,Standing Reach (in.),Wingspan,Wingspan (in.),Weight (lbs),Lane Agility Time,Shuttle Run,Three Quarter Sprint,Standing Vertical,Max Vertical,Height (in.)_Percentile,Standing Reach (in.)_Percentile,Wingspan (in.)_Percentile,Weight (lbs)_Percentile,Hand Length (in.)_Percentile,Hand Width (in.)_Percentile,Physical Score,Lane Agility Time_Percentile,Three Quarter Sprint_Percentile,Shuttle Run_Percentile,Agility Score,Max Vertical_Percentile,Standing Vertical_Percentile,Vertical Score,Raw Score,Combine Score
Maxwell Lewis,Pepperdine,2023,SG,SF,SG-PF,SG,0,8.75,9.5,"6'6.25""",78.25,"8'8.5""",104.5,"7'0""",84,207.2,11.4,,3.43,32.5,36.5,99.33110368,97.32441472,96.32107023,66.27516779,70.33492823,63.87559809,89.8129391,26.73076923,5.534351145,,16.13256019,58.96946565,81.01503759,69.99225162,58.64591697,69.12350598
Maxwell Lewis,Pepperdine,2023,SG,SF,SG-PF,PF,0,8.75,9.5,"6'6.25""",78.25,"8'8.5""",104.5,"7'0""",84,207.2,11.4,,3.43,32.5,36.5,8.656036446,11.50341686,30.41002278,5.011389522,26.15740741,37.03703704,13.8952164,62.37373737,21.88295165,,42.12834451,85.22727273,90.42821159,87.82774216,47.95043436,44.45876289
Mike Miles Jr.,TCU,2023,PG,PG,SG,SG,0,8,8.25,"6'0.75""",72.75,"8'0""",96,"6'0.5""",72.5,205,11.01,3.24,3.11,33,37,0.3344481605,1.170568562,0.3344481605,61.57718121,5.502392344,5.023923445,15.85416152,56.53846154,85.8778626,10.13986014,71.20816207,63.16793893,85.33834586,74.2531424,53.771822,59.96015936
Mojave King,G League Ignite,2023,SG,SG,PG-SF,PG,0,8.75,9.5,"6'3.75""",75.75,"8'5""",101,"6'8""",80,200.6,11.07,,3.18,33.5,42,89.3557423,90.05602241,83.61344538,86.09550562,88.86138614,80.1980198,87.28017893,49.05063291,62.06349206,,55.55706249,95.71428571,90.66455696,93.18942134,78.67555425,98.54368932
Mojave King,G League Ignite,2023,SG,SG,PG-SF,SF,0,8.75,9.5,"6'3.75""",75.75,"8'5""",101,"6'8""",80,200.6,11.07,,3.18,33.5,42,1.162790698,9.069767442,9.069767442,16.97674419,52.56916996,58.89328063,9.069767442,68.55670103,74.22680412,,71.39175258,97.82051282,89.71722365,93.76886824,58.07679608,70.84432718
Mouhamed Gueye,Washington State,2023,C,C,PF,PF,0,9,10,"6'10.25""",82.25,"9'2.5""",110.5,"7'3.25""",87.25,212.6,,,,,,97.9498861,96.46924829,81.54897494,9.681093394,50.69444444,65.50925926,71.41230068,,,,,,,,,
Jamal Crawford,,2000,PG-SG,PG,SG,SG,0,,,"6'4.5""",76.5,"8'6.5""",102.5,"6'10""",82,175,,,,,,75.58528428,75.91973244,74.91638796,2.348993289,,,57.19259949,,,,,,,,,
Nikola Djurisic,KK Mega Basket,2023,SF,SF,SG-PF,SG,0,8.25,9.5,"6'7""",79,"8'6""",102,"6'8.25""",80.25,217.6,,,,,,100,67.55852843,43.81270903,90.77181208,17.22488038,63.87559809,75.53576238,,,,,,,,,
Nikola Djurisic,KK Mega Basket,2023,SF,SF,SG-PF,PF,0,8.25,9.5,"6'7""",79,"8'6""",102,"6'8.25""",80.25,217.6,,,,,,18.79271071,1.366742597,0.7972665148,16.17312073,2.777777778,37.03703704,9.282460137,,,,,,,,,
Jameel Watkins,,2000,PF-C,PF,C,C,0,,,"6'9.5""",81.5,"9'2""",110,"7'6""",90,244.5,12.38,,3.45,28,30.5,25.38860104,45.05208333,85.75129534,53.36787565,,,52.38996384,22.5,37.5,,30,38.75,59.6875,49.21875,43.86957128,35.12658228
Jaquay Walls,,2000,PG,PG,SG,SG,0,,,"6'1.25""",73.25,"8'0.5""",96.5,"6'2.5""",74.5,165.5,10.75,,3.23,28.5,35.5,1.170568562,2.006688963,0.3344481605,0.6711409396,,,1.045711656,82.30769231,45.99236641,,64.15002936,46.94656489,33.45864662,40.20260575,35.13278226,16.93227092
Olivier-Maxence Prosper,Marquette,2023,PF,PF,SF,SF,0,8.25,10,"6'6.75""",78.75,"8'8""",104,"7'1""",85,212.4,10.59,3,3.21,35,40.5,68.8372093,47.20930233,84.18604651,45,12.45059289,83.39920949,61.30813953,95.36082474,64.43298969,67.54385965,79.89690722,94.23076923,95.75835476,94.99456199,78.73320291,99.34036939
Omari Moore,San Jose State,2023,SG,SG,PG,PG,0,9,10.25,"6'5.25""",77.25,"8'7.5""",103.5,"6'9.75""",81.75,188.6,10.8,,3.22,29,35.5,97.4789916,98.31932773,95.09803922,54.63483146,95.79207921,99.00990099,86.3827975,73.89240506,42.53968254,,58.2160438,47.61904762,40.66455696,44.14180229,62.91354786,78.15533981
Oscar Tshiebwe,Kentucky,2023,C,C,PF,PF,0,9.75,10.25,"6'7.25""",79.25,"9'0""",108,"7'3.5""",87.5,253.6,12.26,,3.32,29.5,32.5,24.71526196,64.80637813,84.16856492,84.0546697,96.99074074,78.7037037,64.43621868,15.02525253,45.92875318,,30.47700285,44.57070707,65.99496222,55.28283464,50.06535206,47.55154639
Rayan Rupert,New Zealand,2023,SF,SF,SG,SG,0,8.5,9.5,"6'6""",78,"8'10""",106,"7'2""",86,193.2,11.18,,3.43,27.5,32.5,98.16053512,99.83277592,100,26.34228188,42.58373206,63.87559809,81.08389823,40.38461538,5.534351145,,22.95948326,15.64885496,22.18045113,18.91465304,40.98601151,26.4940239
Reece Beekman,Virginia,2023,PG,PG,SG,SG,0,8.5,8.25,"6'1.5""",73.5,"8'4.5""",100.5,"6'7""",79,190.6,10.99,3.33,3.14,30.5,38,2.173913043,38.29431438,22.57525084,21.1409396,42.58373206,5.023923445,21.04610446,59.61538462,76.90839695,4.545454545,68.26189078,73.28244275,58.83458647,66.05851461,51.78883662,53.98406375
Ricky Council IV,Arkansas,2023,SF,SF,SG,SG,0,7.75,8.5,"6'5""",77,"8'7""",103,"6'9""",81,208,11.2,3.21,3.33,30.5,37,86.12040134,82.77591973,57.85953177,67.61744966,1.196172249,11.72248804,73.59332563,39.61538462,17.55725191,12.58741259,28.58631826,63.16793893,58.83458647,61.0012627,54.39363553,61.55378486
Jarrett Stephens,,2000,PF,PF,SF-C,SF,0,,,"6'5.25""",77.25,"8'7""",103,"6'9.25""",81.25,258,11.98,,3.46,27,29,22.90697674,29.88372093,24.41860465,100,,,44.30232558,9.536082474,3.479381443,,6.507731959,3.333333333,18.38046272,10.85689803,20.55565186,1.187335092
Seth Lundy,Penn State,2023,SF,SF,PG-SF,SG,0,8.5,9,"6'4""",76,"8'8""",104,"6'10.25""",82.25,214.4,11.02,,3.15,31.5,35.5,54.84949833,94.81605351,79.43143813,84.73154362,42.58373206,32.77511962,78.4571334,55.76923077,73.66412214,,64.71667645,46.94656489,69.36090226,58.15373357,67.10918114,84.66135458
Seth Lundy,Penn State,2023,SF,SF,PG-SF,PG,0,8.5,9,"6'4""",76,"8'8""",104,"6'10.25""",82.25,214.4,11.02,,3.15,31.5,35.5,90.89635854,98.87955182,97.33893557,97.19101124,71.53465347,49.5049505,96.07646429,52.84810127,72.6984127,,62.77325698,47.61904762,72.94303797,60.2810428,73.04358802,96.27831715
Sidy Cissoko,G League Ignite,2023,SF,SF,SG-PF,SG,0,9.25,10,"6'5.5""",77.5,"8'8""",104,"6'9.75""",81.75,223.8,11.24,,3.31,30.5,35.5,94.81605351,94.81605351,70.56856187,96.6442953,96.88995215,89.23444976,89.21124105,38.84615385,22.90076336,,30.8734586,46.94656489,58.83458647,52.89057568,57.65842511,67.92828685
Sidy Cissoko,G League Ignite,2023,SF,SF,SG-PF,PF,0,9.25,10,"6'5.5""",77.5,"8'8""",104,"6'9.75""",81.75,223.8,11.24,,3.31,30.5,35.5,3.075170843,8.883826879,5.011389522,27.44874715,75.46296296,65.50925926,11.1047836,74.74747475,48.60050891,,61.67399183,76.89393939,75.06297229,75.97845584,49.58574376,46.77835052
Taylor Hendricks,UCF,2023,PF,PF,SF-C,SF,0,9.25,10.25,"6'8.25""",80.25,"8'11""",107,"7'0.5""",84.5,213.6,11.27,,3.32,32.5,36,96.74418605,90.58139535,78.48837209,49.30232558,91.30434783,92.49011858,78.77906977,51.28865979,30.0257732,,40.65721649,59.74358974,83.67609254,71.70984114,63.7153758,82.98153034
Taylor Hendricks,UCF,2023,PF,PF,SF-C,C,0,9.25,10.25,"6'8.25""",80.25,"8'11""",107,"7'0.5""",84.5,213.6,11.27,,3.32,32.5,36,6.994818653,9.635416667,10.88082902,4.663212435,56.34920635,67.06349206,8.043569193,88.75,72.5,,80.625,86.875,92.1875,89.53125,59.39993973,70.56962025
Terquavion Smith,NC State,2023,SG,PG,SG,SG,0,8.5,8,"6'2.5""",74.5,"8'2""",98,"6'6.75""",78.75,163.2,10.86,,3.21,30,37,11.53846154,9.698996656,18.89632107,0.3355704698,42.58373206,1.913875598,10.11733743,73.46153846,52.48091603,,62.97122725,63.16793893,52.63157895,57.89975894,43.66277454,30.47808765
Terrence Shannon Jr.,Illinois,2023,SF,SF,SG-PF,SG,0,8.25,8,"6'5.5""",77.5,"8'6""",102,"6'8""",80,220,10.36,,3.06,32,37.5,94.81605351,67.55852843,38.29431438,92.95302013,17.22488038,1.913875598,73.40547911,98.84615385,95.03816794,,96.94216089,67.36641221,76.12781955,71.74711588,80.69825196,99.00398406
Terrence Shannon Jr.,Illinois,2023,SF,SF,SG-PF,PF,0,8.25,8,"6'5.5""",77.5,"8'6""",102,"6'8""",80,220,10.36,,3.06,32,37.5,3.075170843,1.366742597,0.4555808656,19.02050114,2.777777778,0.9259259259,5.979498861,99.49494949,99.36386768,,99.42940859,91.03535354,87.27959698,89.15747526,64.8554609,84.66494845
Toumani Camara,Dayton,2023,PF,PF,SF,SF,0,9,10,"6'7""",79,"8'11""",107,"7'0.5""",84.5,220.4,10.7,3.19,3.41,28.5,33,75.23255814,90.58139535,78.48837209,68.95348837,74.70355731,83.39920949,78.31395349,91.10824742,9.922680412,25.73099415,50.51546392,26.28205128,35.60411311,30.9430822,53.25749987,57.91556728
Trayce Jackson-Davis,Indiana,2023,C,C,PF,PF,0,9.25,10.75,"6'8.25""",80.25,"8'10""",106,"7'1""",85,240.4,11.8,3.23,3.2,33,36.5,49.08883827,27.1070615,47.72209567,62.18678815,75.46296296,93.05555556,46.5261959,35.98484848,86.38676845,32.30769231,61.18580847,85.22727273,92.94710327,89.087188,65.59973079,86.21134021
Trey Alexander,Creighton,2023,SG,SG,PG-SF,PG,0,8.5,8.75,"6'3.25""",75.25,"8'5.5""",101.5,"6'10""",82,184.6,11.6,,3.35,29.5,34,85.43417367,91.8767507,96.35854342,45.36516854,71.53465347,33.16831683,79.75865908,12.97468354,7.301587302,,10.13813542,33.96825397,47.15189873,40.56007635,43.48562362,32.20064725
Trey Alexander,Creighton,2023,SG,SG,PG-SF,SF,0,8.5,8.75,"6'3.25""",75.25,"8'5.5""",101.5,"6'10""",82,184.6,11.6,,3.35,29.5,34,0.4651162791,12.3255814,37.20930233,1.627906977,30.23715415,14.42687747,12.90697674,28.60824742,22.16494845,,25.38659794,35.25641026,50,42.62820513,26.9739266,5.408970976
Tristan Vukcevic,KK Partizan,2023,C,C,PF,PF,0,9,10.25,"6'11.25""",83.25,"9'3""",111,"7'2.5""",86.5,223.4,11.71,3.16,3.43,26,30.5,99.20273349,98.06378132,72.43735763,26.99316629,50.69444444,78.7037037,74.17425968,40.4040404,21.88295165,42.30769231,31.14349603,21.46464646,20.02518892,20.74491769,42.02089113,29.25257732
Jarrett Stephens,,2000,PF,PF,SF-C,C,0,,,"6'5.25""",77.25,"8'7""",103,"6'9.25""",81.25,258,11.98,,3.46,27,29,0.518134715,0.5208333333,0.518134715,76.68393782,,,19.56026015,43.125,34.0625,,38.59375,22.8125,47.1875,35,31.05133672,7.278481013
Jason Hart,,2000,PG,PG,SG,SG,0,,,"6'1.75""",73.75,"8'1.5""",97.5,"6'6""",78,181,11.7,,3.34,29.5,33.5,3.177257525,5.351170569,9.698996656,6.711409396,,,6.234708536,11.15384615,15.83969466,,13.49677041,23.85496183,46.42857143,35.14176663,18.29108186,1.394422311
Alondes Williams,Wake Forest,2022,SG,SG,PG-SF,PG,0,8.5,9.25,"6'3.75""",75.75,"8'6""",102,"6'7""",79,209,10.96,3.11,3.15,30,35.5,89.3557423,93.97759104,69.04761905,95.08426966,71.53465347,65.59405941,86.86630551,60.75949367,72.6984127,35.46099291,66.72895318,47.61904762,53.79746835,50.70825799,68.10117223,89.80582524
Alondes Williams,Wake Forest,2022,SG,SG,PG-SF,SF,0,8.5,9.25,"6'3.75""",75.75,"8'6""",102,"6'7""",79,209,10.96,3.11,3.15,30,35.5,1.162790698,16.74418605,3.953488372,35,30.23715415,42.68774704,14.21511628,78.35051546,81.44329897,42.10526316,79.89690722,54.35897436,56.42673522,55.39285479,49.83495943,46.56992084
Aminu Mohammed,,2022,SG-SF,SG,PG-SF,PG,0,8.75,9.5,"6'3.5""",75.5,"8'8""",104,"6'11""",83,212.8,11.54,3.04,3.33,29.5,36,88.51540616,98.87955182,98.45938375,96.62921348,88.86138614,80.1980198,95.6208888,15.18987342,10.31746032,51.77304965,12.75366687,51.42857143,47.15189873,49.29023508,52.55493025,52.58899676
Aminu Mohammed,,2022,SG-SF,SG,PG-SF,SF,0,8.75,9.5,"6'3.5""",75.5,"8'8""",104,"6'11""",83,212.8,11.54,3.04,3.33,29.5,36,0.6976744186,47.20930233,53.13953488,46.04651163,52.56916996,58.89328063,36.77325581,33.37628866,27.06185567,59.94152047,30.21907216,59.74358974,50,54.87179487,40.62137428,24.93403694
Andrew Nembhard,Gonzaga,2022,PG,PG,SG,SG,0,8,9.5,"6'3""",75,"8'3""",99,"6'5.75""",77.75,195.6,10.46,3.02,3.26,26.5,35,23.24414716,17.39130435,7.525083612,33.55704698,5.502392344,63.87559809,20.42939552,96.92307692,38.54961832,59.09090909,67.73634762,39.88549618,11.09022556,25.48786087,37.88453467,20.91633466
Bennedict Mathurin,Arizona,2022,SG,SG,SF,SF,0,8.5,9.75,"6'4.5""",76.5,"8'8""",104,"6'9""",81,204.6,,,,,,6.511627907,47.20930233,19.65116279,23.37209302,30.23715415,72.92490119,24.18604651,,,,,,,,,
Blake Wesley,Notre Dame,2022,SG,SG,PG,PG,0,8.25,9,"6'3""",75,"8'7""",103,"6'9.25""",81.25,187.2,11.55,3.25,3.21,30,36,81.09243697,97.33893557,92.85714286,52.52808989,44.30693069,49.5049505,80.95415132,14.87341772,46.82539683,10.9929078,30.84940727,51.42857143,53.79746835,52.61301989,54.80552616,56.7961165
Bryce McGowens,Nebraska,2022,SG,SG,PG,PG,0,8.75,9.5,"6'5.25""",77.25,"8'7.5""",103.5,"6'8.75""",80.75,181.2,11.12,3.16,3.27,29.5,34,97.4789916,98.31932773,88.93557423,36.37640449,88.86138614,80.1980198,80.27757451,43.35443038,23.49206349,24.11347518,33.42324694,33.96825397,47.15189873,40.56007635,51.42029927,49.35275081
Johnny Hemsley,,2000,SG-SF,SG,PG-SF,PG,0,,,"6'2.75""",74.75,"8'4.5""",100.5,"6'8""",80,200,11.5,,3.19,31.5,35,78.57142857,87.53501401,83.61344538,85.53370787,,,83.81339896,17.24683544,56.82539683,,37.03611613,42.53968254,72.94303797,57.74136026,59.53029178,71.03559871
Christian Braun,Kansas,2022,SG,SG,SF,SF,0,8,8.5,"6'5.5""",77.5,"8'3.5""",99.5,"6'6.5""",78.5,209.2,11,3.13,3.16,33.5,40,29.41860465,2.441860465,2.441860465,35.69767442,3.95256917,7.312252964,17.5,73.96907216,79.51030928,38.30409357,76.73969072,92.43589744,89.71722365,91.07656054,61.77208375,77.96833773
Christian Koloko,Arizona,2022,C,C,PF,PF,0,9,10.75,"6'10.75""",82.75,"9'5""",113,"7'5.25""",89.25,221,11.3,3.19,3.27,28,33.5,98.74715262,100,97.26651481,21.29840547,50.69444444,93.05555556,79.32801822,70.32828283,63.48600509,40,66.90714396,57.44949495,44.58438287,51.01693891,65.75070036,86.46907216
Collin Gillespie,Villanova,2022,PG,PG,SG,SG,0,8.25,9,"6'1.5""",73.5,"8'2""",98,"6'4""",76,195.8,10.95,3.01,3.21,26.5,33,2.173913043,9.698996656,2.341137124,33.55704698,17.22488038,32.77511962,11.94277345,63.84615385,52.48091603,61.18881119,58.16353494,19.27480916,11.09022556,15.18251736,28.42960858,8.167330677
Dalen Terry,Arizona,2022,SG,SG,SF,SF,0,8.5,9,"6'6""",78,"8'10""",106,"7'0.75""",84.75,195.2,,,,,,46.04651163,79.53488372,81.39534884,7.790697674,30.23715415,26.6798419,53.69186047,,,,,,,,,
David Roddy,Colorado State,2022,PF,PF,SF,SF,0,8.75,10,"6'4.5""",76.5,"8'9""",105,"6'11.5""",83.5,260.8,10.75,3.1,3.22,27,35.5,6.511627907,66.04651163,61.1627907,100,52.56916996,83.39920949,58.43023256,89.56185567,61.08247423,44.15204678,75.32216495,54.35897436,18.38046272,36.36971854,56.70737202,66.88654354
Dereon Seabron,NC State,2022,SG,SG,SF,SF,0,8.5,9.5,"6'4.75""",76.75,"8'7.5""",103.5,"6'8.75""",80.75,182.4,11.03,3.04,3.12,30.5,38,12.09302326,38.25581395,16.1627907,1.162790698,30.23715415,58.89328063,16.91860465,71.00515464,87.75773196,59.94152047,79.3814433,79.87179487,63.62467866,71.74823677,56.01609491,65.03957784
Dominick Barlow,Overtime Elite,2022,PF,PF,SF,SF,0,9,10.5,"6'8.75""",80.75,"9'0.5""",108.5,"7'3""",87,221,11.29,3.19,3.33,28.5,34,98.13953488,98.48837209,97.44186047,70.11627907,74.70355731,97.6284585,91.04651163,50.51546392,27.06185567,25.73099415,38.78865979,35.25641026,35.60411311,35.43026168,55.0884777,62.40105541
Drew Timme,Gonzaga,2022,C,C,PF,PF,0,9,10,"6'8.25""",80.25,"8'11.5""",107.5,"7'2""",86,231.6,11.71,3.31,3.38,25.5,31.5,49.08883827,55.35307517,64.5785877,41.34396355,50.69444444,65.50925926,52.59111617,40.4040404,30.78880407,14.61538462,35.59642224,31.06060606,14.35768262,22.70914434,36.96556092,18.42783505
Dyson Daniels,G League Ignite,2022,SG,SG,PG,PG,0,8.5,9.75,"6'6""",78,"8'9""",105,"6'10.5""",82.5,195.2,10.81,2.81,3.22,29,34,99.01960784,99.15966387,97.75910364,72.47191011,71.53465347,91.83168317,92.10257137,73.57594937,42.53968254,90.07092199,58.05781595,33.96825397,40.66455696,37.31640547,62.49226426,76.53721683
E.J. Liddell,Ohio State,2022,PF,PF,SF-C,SF,0,8.25,9.25,"6'5.5""",77.5,"8'7.5""",103.5,"6'11.75""",83.75,243,11.11,3.23,3.26,35.5,38,29.41860465,38.25581395,65.34883721,97.20930233,12.45059289,42.68774704,57.55813953,64.43298969,47.55154639,17.54385965,55.99226804,79.87179487,96.65809769,88.26494628,67.27178462,89.05013193
E.J. Liddell,Ohio State,2022,PF,PF,SF-C,C,0,8.25,9.25,"6'5.5""",77.5,"8'7.5""",103.5,"6'11.75""",83.75,243,11.11,3.23,3.26,35.5,38,0.518134715,0.78125,7.25388601,49.74093264,1.587301587,15.47619048,14.57355084,93.75,81.5625,37.79069767,87.65625,95.3125,97.8125,96.5625,66.26410028,85.75949367
Gabriele Procida,Fortitudo Bologna,2022,SG-SF,SF,SG,SG,0,8,9.25,"6'5.75""",77.75,"8'10""",106,"6'8""",80,192.8,11.02,3.14,3.07,29.5,35,96.65551839,99.83277592,38.29431438,24.83221477,5.502392344,47.84688995,64.90370587,55.76923077,93.32061069,29.72027972,74.54492073,39.88549618,46.42857143,43.15703381,60.86855347,73.5059761
Harrison Ingram,North Carolina,2022,SF,SF,SG-PF,SG,0,9,10,"6'5.25""",77.25,"8'7.5""",103.5,"7'0.25""",84.25,232.8,11.83,3.26,3.31,29.5,35,90.96989967,89.46488294,97.4916388,99.32885906,88.27751196,89.23444976,94.31382012,6.538461538,22.90076336,8.041958042,14.71961245,39.88549618,46.42857143,43.15703381,50.73015546,51.19521912
Harrison Ingram,North Carolina,2022,SF,SF,SG-PF,PF,0,9,10,"6'5.25""",77.25,"8'7.5""",103.5,"7'0.25""",84.25,232.8,11.83,3.26,3.31,29.5,35,1.822323462,6.036446469,35.4214123,43.84965831,50.69444444,65.50925926,21.78246014,34.34343434,48.60050891,24.61538462,41.47197162,70.45454545,65.99496222,68.22475384,43.8263952,34.14948454
Hugo Besson,New Zealand,2022,SG,SG,PG,PG,0,7.5,8.5,"6'4.5""",76.5,"8'6""",102,"6'5.5""",77.5,180.4,11.36,3.25,3.4,24.5,31.5,94.81792717,93.97759104,49.71988796,33.14606742,2.722772277,20.2970297,67.91536839,25,4.285714286,10.9929078,14.64285714,10,3.481012658,6.740506329,29.76624396,10.84142395
Johnny Hemsley,,2000,SG-SF,SG,PG-SF,SF,0,,,"6'2.75""",74.75,"8'4.5""",100.5,"6'8""",80,200,11.5,,3.19,31.5,35,0.3488372093,6.162790698,9.069767442,16.27906977,,,7.965116279,36.08247423,71.77835052,,53.93041237,48.20512821,74.55012853,61.37762837,41.09105234,26.25329815
Iverson Molinar,Mississippi State,2022,PG,PG,SG,SG,0,8.5,9.5,"6'2.25""",74.25,"8'5""",101,"6'8""",80,183.2,11.23,3.1,3.19,31,38,7.692307692,48.99665552,38.29431438,9.731543624,42.58373206,63.87559809,26.1787053,38.84615385,61.06870229,40.90909091,49.95742807,73.28244275,63.72180451,68.50212363,48.21275233,42.43027888
Julius Doc Robinson,,2000,PG,PG,SG,SG,0,,,"6'0""",72,"7'11.5""",95.5,"6'3.75""",75.75,184,12.54,,3.41,30,37.5,0.3344481605,0.6688963211,2.006688963,10.06711409,,,3.269286885,0.7692307692,6.679389313,,3.724310041,67.36641221,52.63157895,59.99899558,22.33086417,4.980079681
Justin Love,,2000,PG-SG,PG,SG,SG,0,,,"6'1.5""",73.5,"8'1.5""",97.5,"6'4.5""",76.5,205.5,10.99,,3.31,31,38.5,2.173913043,5.351170569,3.010033445,62.75167785,,,18.32169873,59.61538462,22.90076336,,41.25807399,78.24427481,63.72180451,70.98303966,43.52093746,30.47808765
Jabari Walker,Colorado,2022,PF,PF,SG-PF,SF,0,8.75,9.75,"6'6.75""",78.75,"8'9""",105,"6'10.75""",82.75,213.8,11.53,3.12,3.24,29.5,32.5,68.8372093,66.04651163,49.18604651,49.65116279,52.56916996,72.92490119,58.43023256,34.27835052,54.89690722,40.35087719,44.58762887,22.43589744,50,36.21794872,46.41193671,39.97361478
Jabari Walker,Colorado,2022,PF,PF,SG-PF,SG,0,8.75,9.75,"6'6.75""",78.75,"8'9""",105,"6'10.75""",82.75,213.8,11.53,3.12,3.24,29.5,32.5,100,98.66220736,86.12040134,83.05369128,70.33492823,79.18660287,91.95907499,17.88461538,44.65648855,34.26573427,31.27055197,15.64885496,46.42857143,31.0387132,51.42278005,52.78884462
Kenyon Jones,,2000,PF-C,PF,C,C,0,,,"6'9""",81,"9'0""",108,"7'1""",85,282,12.44,,3.6,28.5,30,15.54404145,15.88541667,15.02590674,93.52331606,,,34.99467023,20.625,9.375,,15,31.5625,65.3125,48.4375,32.81072341,10.44303797
Lamont Barnes,,2000,PF-C,PF,C,C,0,,,"6'8.5""",80.5,"9'0""",108,"7'3.5""",87.5,235.5,12.3,,3.4,28,29.5,9.067357513,15.88541667,54.66321244,31.0880829,,,27.67601738,24.6875,48.125,,36.40625,26.25,59.6875,42.96875,35.68367246,18.03797468
Jake LaRavia,Wake Forest,2022,PF,SF,PF,PF,0,8.5,10.25,"6'6.75""",78.75,"8'8""",104,"6'9.5""",81.5,227.2,10.58,2.89,3.37,27.5,34,15.03416856,8.883826879,3.302961276,33.25740319,10.64814815,78.7037037,15.11958998,98.48484848,33.20610687,86.92307692,65.84547768,61.36363636,38.66498741,50.01431188,43.65979318,33.37628866
Lavor Postell,,2000,SG,SG,SF,SF,0,,,"6'4.5""",76.5,"8'5.5""",101.5,"6'8.5""",80.5,205,11.79,,3.3,33.5,36.5,6.511627907,12.3255814,14.06976744,24.06976744,,,14.24418605,15.85051546,36.59793814,,26.2242268,65.38461538,89.71722365,77.55091952,39.33977746,23.35092348
Jalen Williams,Santa Clara,2022,SG,SF,SG-PF,SG,0,8.5,9.5,"6'4.5""",76.5,"8'9.5""",105.5,"7'2.25""",86.25,209.2,11.13,3.17,3.11,33.5,39,75.58528428,99.49832776,100,71.47651007,42.58373206,63.87559809,86.64003053,44.80769231,85.8778626,22.02797203,65.34277745,81.87022901,89.66165414,85.76594157,79.24958318,98.60557769
Jalen Williams,Santa Clara,2022,SG,SF,SG-PF,PF,0,8.5,9.5,"6'4.5""",76.5,"8'9.5""",105.5,"7'2.25""",86.25,209.2,11.13,3.17,3.11,33.5,39,0.3416856492,20.95671982,69.02050114,6.833712984,10.64814815,37.03703704,24.2881549,84.72222222,97.07379135,41.92307692,90.89800679,97.34848485,95.71788413,96.53318449,70.57311539,93.68556701
Malik Allen,,2000,PF-C,PF,C,C,0,,,"6'8.25""",80.25,"9'1""",109,"7'2.5""",86.5,271,11.83,,3.38,25.5,29,6.994818653,27.60416667,36.52849741,88.34196891,,,39.86736291,50.625,55,,52.8125,22.8125,29.0625,25.9375,39.53912097,26.89873418
Jaylin Williams,Arkansas,2022,C,PF,C,C,0,8.5,10.5,"6'8.75""",80.75,"9'0.5""",108.5,"7'1""",85,236.6,11.64,3.1,3.5,24.5,30,11.39896373,21.09375,15.02590674,32.64248705,6.349206349,79.76190476,20.04027688,66.875,25.3125,52.90697674,46.09375,31.5625,24.375,27.96875,31.36759229,7.278481013
JD Davison,Alabama,2022,PG,PG,SG,SG,0,8.5,9.5,"6'0.5""",72.5,"8'3.5""",99.5,"6'6.5""",78.5,191.8,11.38,3.23,3.26,30,37,0.3344481605,23.41137124,15.2173913,23.15436242,42.58373206,63.87559809,15.52939328,29.23076923,38.54961832,10.83916084,33.89019378,63.16793893,52.63157895,57.89975894,35.77311533,17.72908367
Jean Montero,Overtime Elite,2022,PG,PG,SG,SG,0,8,8.75,"6'1""",73,"8'2.5""",98.5,"6'5.25""",77.25,171.8,11.19,3.17,3.17,29.5,37,0.6688963211,13.5451505,5.351170569,2.013422819,5.502392344,20.33492823,5.394660053,40.19230769,68.32061069,22.02797203,54.25645919,63.16793893,46.42857143,54.79825518,38.14979147,20.91633466
Marcus Goree,,2000,SF-PF,SF,PF,PF,0,,,"6'7.5""",79.5,"8'9.5""",105.5,"7'0.5""",84.5,239,12,,3.25,29.5,33.5,30.63781321,20.95671982,39.86332574,57.85876993,,,37.32915718,23.35858586,72.7735369,,48.06606138,57.44949495,65.99496222,61.72222858,49.03914905,45.74742268
John Butler Jr.,Florida State,2022,PF,C,PF,PF,0,8.5,8.75,"6'11.75""",83.75,"9'4""",112,"7'2.25""",86.25,174.4,11.16,3.04,3.33,26.5,28.5,99.65831435,99.65831435,69.02050114,0.2277904328,10.64814815,7.407407407,67.14123007,82.7020202,43.63867684,66.92307692,63.17034852,6.944444444,26.44836272,16.69640358,49.00266072,45.74742268
Johnny Davis,Wisconsin,2022,PG,SG,PG,PG,0,8.5,10.25,"6'4.25""",76.25,"8'7.5""",103.5,"6'8.5""",80.5,196.4,,,,,,92.99719888,98.31932773,87.39495798,77.66853933,71.53465347,99.00990099,89.09500598,,,,,,,,,
